id,data_inicio,data_fim,cliente_id,preco_id
698,15/12/2017,16/05/2020,698,698
699,28/12/2017,11/04/2020,699,699
700,17/12/2021,08/02/2017,700,700
701,31/10/2017,09/08/2017,701,701
702,05/03/2021,21/02/2022,702,702
703,26/10/2019,08/12/2020,703,703
704,29/04/2018,18/09/2020,704,704
705,17/11/2020,15/01/2017,705,705
706,05/03/2021,16/09/2019,706,706
707,12/08/2015,16/05/2020,707,707
708,04/09/2016,18/03/2016,708,708
709,19/03/2018,22/09/2015,709,709
710,13/03/2017,10/02/2020,710,710
711,29/11/2017,13/11/2020,711,711
712,28/10/2016,09/05/2018,712,712
713,18/12/2020,04/07/2018,713,713
714,13/11/2020,23/11/2019,714,714
715,25/04/2017,22/04/2016,715,715
716,12/12/2021,25/12/2018,716,716
717,26/07/2020,01/12/2016,717,717
718,15/05/2018,18/11/2021,718,718
719,22/06/2015,11/07/2019,719,719
720,13/04/2019,25/02/2019,720,720
721,01/05/2015,14/03/2020,721,721
722,13/05/2016,05/05/2021,722,722
723,25/05/2020,08/07/2020,723,723
724,08/09/2020,15/08/2018,724,724
725,13/07/2018,05/08/2021,725,725
726,11/03/2017,01/02/2018,726,726
727,15/05/2016,05/02/2019,727,727
728,17/05/2019,20/09/2020,728,728
729,27/05/2016,01/10/2017,729,729
730,23/04/2017,10/09/2015,730,730
731,22/07/2020,13/11/2015,731,731
732,15/09/2021,14/12/2016,732,732
733,18/10/2021,01/05/2020,733,733
734,11/03/2020,04/04/2019,734,734
735,05/01/2017,16/08/2021,735,735
736,11/09/2017,20/08/2017,736,736
737,06/04/2016,01/02/2020,737,737
738,04/01/2022,23/07/2020,738,738
739,15/02/2018,03/10/2021,739,739
740,25/04/2022,08/06/2015,740,740
741,29/09/2017,28/04/2016,741,741
742,25/04/2017,09/11/2019,742,742
743,20/07/2016,01/06/2017,743,743
744,20/04/2019,01/10/2015,744,744
745,05/03/2018,27/05/2018,745,745
746,19/11/2018,18/04/2018,746,746
747,29/07/2021,24/03/2018,747,747
748,17/12/2016,21/10/2017,748,748
749,25/02/2021,18/03/2021,749,749
750,06/02/2017,09/06/2020,750,750
751,24/06/2016,06/08/2021,751,751
752,09/10/2015,11/11/2016,752,752
753,08/05/2020,26/04/2022,753,753
754,30/10/2017,02/05/2021,754,754
755,28/07/2018,14/06/2021,755,755
756,18/08/2015,01/07/2018,756,756
757,04/03/2017,17/02/2016,757,757
758,01/11/2017,28/02/2019,758,758
759,31/03/2020,15/09/2018,759,759
760,07/07/2017,12/07/2016,760,760
761,16/08/2017,11/04/2021,761,761
762,24/07/2017,02/01/2022,762,762
763,05/02/2019,27/06/2021,763,763
764,11/03/2016,04/11/2019,764,764
765,08/12/2021,10/11/2017,765,765
766,13/08/2020,28/11/2021,766,766
767,31/05/2019,05/07/2021,767,767
768,16/06/2016,26/08/2018,768,768
769,22/09/2021,10/11/2018,769,769
770,21/03/2021,24/05/2019,770,770
771,09/04/2020,05/06/2017,771,771
772,10/06/2016,06/06/2016,772,772
773,01/02/2019,29/05/2021,773,773
774,15/08/2021,13/09/2021,774,774
775,06/02/2020,03/09/2017,775,775
776,06/02/2020,23/07/2021,776,776
777,09/04/2022,13/07/2020,777,777
778,25/03/2022,11/09/2021,778,778
779,27/05/2020,28/10/2016,779,779
780,21/02/2018,01/01/2018,780,780
781,02/09/2020,03/07/2017,781,781
782,18/02/2021,22/06/2020,782,782
783,16/01/2016,31/12/2018,783,783
784,09/07/2021,20/12/2019,784,784
785,04/11/2016,05/08/2016,785,785
786,20/01/2022,03/01/2017,786,786
787,16/05/2016,13/01/2020,787,787
788,26/12/2016,10/03/2019,788,788
789,26/08/2015,24/06/2015,789,789
790,29/05/2019,14/02/2022,790,790
791,23/11/2020,27/07/2019,791,791
792,30/10/2019,28/01/2018,792,792
793,01/02/2017,17/01/2020,793,793
794,22/07/2020,18/02/2021,794,794
795,01/04/2019,15/01/2022,795,795
796,01/03/2016,08/08/2018,796,796
797,08/03/2016,26/12/2016,797,797
798,12/09/2020,13/04/2019,798,798
799,26/04/2021,11/07/2017,799,799
800,17/10/2017,22/07/2018,800,800
801,06/11/2019,06/12/2017,801,801
802,05/06/2017,04/06/2017,802,802
803,04/06/2021,22/10/2017,803,803
804,26/08/2017,04/11/2021,804,804
805,09/12/2016,16/10/2019,805,805
806,20/06/2020,07/04/2017,806,806
807,20/12/2021,15/04/2022,807,807
808,22/02/2018,15/06/2019,808,808
809,29/11/2019,11/10/2015,809,809
810,29/06/2020,13/01/2022,810,810
811,01/11/2017,03/01/2022,811,811
812,03/04/2019,26/01/2022,812,812
813,12/02/2022,29/12/2021,813,813
814,01/07/2021,01/04/2022,814,814
815,28/07/2017,03/01/2018,815,815
816,16/06/2015,31/01/2021,816,816
817,23/06/2018,13/12/2019,817,817
818,11/06/2016,12/10/2021,818,818
819,27/10/2018,08/11/2019,819,819
820,07/07/2017,22/05/2018,820,820
821,21/10/2021,18/10/2016,821,821
822,09/01/2022,13/11/2021,822,822
823,30/08/2020,18/05/2020,823,823
824,16/01/2022,09/09/2021,824,824
825,15/01/2021,13/01/2021,825,825
826,19/04/2016,17/12/2021,826,826
827,12/07/2021,28/11/2016,827,827
828,27/03/2018,21/02/2018,828,828
829,02/05/2018,25/10/2021,829,829
830,09/06/2018,09/08/2015,830,830
831,04/09/2020,19/11/2016,831,831
832,07/07/2017,01/01/2020,832,832
833,19/08/2015,29/07/2019,833,833
834,28/08/2021,25/10/2017,834,834
835,17/12/2020,09/05/2021,835,835
836,02/11/2015,22/04/2016,836,836
837,12/12/2019,23/04/2017,837,837
838,01/10/2016,23/08/2016,838,838
839,22/04/2021,05/06/2017,839,839
840,15/04/2020,25/11/2019,840,840
841,18/09/2016,14/12/2019,841,841
842,30/07/2018,12/12/2016,842,842
843,24/10/2020,24/10/2015,843,843
844,31/12/2017,03/07/2021,844,844
845,07/11/2017,20/12/2017,845,845
846,25/04/2020,11/08/2018,846,846
847,20/08/2016,07/02/2018,847,847
848,05/12/2018,20/03/2017,848,848
849,08/06/2021,30/05/2021,849,849
850,19/12/2016,23/05/2017,850,850
851,15/11/2019,21/05/2015,851,851
852,04/01/2020,07/08/2019,852,852
853,14/09/2016,26/06/2017,853,853
854,01/06/2015,02/05/2016,854,854
855,04/09/2021,12/07/2017,855,855
856,18/12/2018,07/12/2017,856,856
857,28/09/2016,07/01/2021,857,857
858,04/12/2017,17/02/2021,858,858
859,01/10/2020,11/03/2021,859,859
860,09/11/2020,23/01/2018,860,860
861,18/02/2021,01/02/2018,861,861
862,02/07/2015,16/11/2019,862,862
863,28/02/2019,09/09/2016,863,863
864,07/05/2021,13/01/2021,864,864
865,27/02/2016,12/10/2019,865,865
866,24/12/2020,06/11/2021,866,866
867,18/05/2015,14/08/2016,867,867
868,04/06/2019,19/04/2018,868,868
869,21/01/2017,29/11/2017,869,869
870,23/07/2015,25/10/2017,870,870
871,05/08/2017,19/09/2020,871,871
872,06/04/2016,03/11/2016,872,872
873,06/12/2016,15/04/2020,873,873
874,27/07/2020,26/09/2019,874,874
875,01/06/2017,22/07/2019,875,875
876,04/06/2017,01/12/2021,876,876
877,19/12/2015,04/12/2017,877,877
878,10/04/2017,23/11/2015,878,878
879,25/07/2015,21/08/2016,879,879
880,13/01/2020,14/10/2015,880,880
881,14/04/2022,24/07/2019,881,881
882,02/04/2018,10/07/2016,882,882
883,04/11/2017,08/08/2016,883,883
884,14/07/2016,06/04/2019,884,884
885,01/07/2016,13/07/2017,885,885
886,03/11/2019,10/09/2018,886,886
887,12/01/2021,09/07/2021,887,887
888,30/09/2016,22/08/2015,888,888
889,15/02/2016,04/08/2016,889,889
890,22/09/2021,10/07/2017,890,890
891,16/11/2021,14/08/2018,891,891
892,25/10/2018,06/01/2022,892,892
893,21/08/2016,08/09/2016,893,893
894,16/04/2021,24/07/2017,894,894
895,18/11/2018,18/01/2017,895,895
896,24/10/2019,30/06/2017,896,896
897,09/08/2019,30/12/2017,897,897
898,11/08/2021,30/11/2016,898,898
899,25/12/2021,08/06/2017,899,899
900,18/07/2016,23/01/2017,900,900
901,17/04/2022,12/03/2020,901,901
902,10/01/2019,21/05/2016,902,902
903,20/09/2021,10/04/2016,903,903
904,18/08/2021,23/12/2015,904,904
905,22/05/2016,31/12/2018,905,905
906,21/11/2016,16/12/2020,906,906
907,11/02/2018,04/09/2016,907,907
908,03/01/2022,30/01/2018,908,908
909,13/03/2018,05/08/2017,909,909
910,14/05/2017,03/01/2018,910,910
911,27/04/2018,11/05/2021,911,911
912,24/01/2016,14/07/2017,912,912
913,29/12/2021,16/06/2020,913,913
914,24/12/2021,21/08/2015,914,914
915,24/01/2019,08/04/2017,915,915
916,13/06/2019,22/12/2019,916,916
917,09/04/2020,11/04/2017,917,917
918,18/09/2021,29/10/2020,918,918
919,08/07/2018,19/05/2019,919,919
920,27/10/2019,23/08/2016,920,920
921,30/07/2021,19/11/2021,921,921
922,01/06/2015,02/11/2016,922,922
923,07/11/2019,14/01/2018,923,923
924,29/06/2021,04/02/2020,924,924
925,16/03/2016,07/03/2016,925,925
926,29/04/2018,29/11/2020,926,926
927,08/07/2016,05/12/2018,927,927
928,12/10/2017,02/10/2017,928,928
929,06/03/2016,04/01/2020,929,929
930,10/01/2017,19/09/2019,930,930
931,20/02/2022,05/08/2018,931,931
932,19/05/2018,02/11/2019,932,932
933,02/12/2016,25/05/2018,933,933
934,27/09/2016,04/04/2022,934,934
935,20/04/2020,21/09/2017,935,935
936,08/12/2021,16/03/2019,936,936
937,26/08/2019,12/02/2020,937,937
938,25/10/2017,30/11/2017,938,938
939,25/03/2016,10/01/2018,939,939
940,14/05/2016,22/09/2016,940,940
941,30/12/2015,12/04/2021,941,941
942,27/03/2020,09/02/2021,942,942
943,31/12/2017,15/03/2019,943,943
944,04/02/2021,01/03/2022,944,944
945,01/11/2018,06/09/2015,945,945
946,21/09/2015,18/08/2021,946,946
947,20/04/2019,08/05/2021,947,947
948,27/10/2019,01/12/2020,948,948
949,29/08/2019,23/10/2016,949,949
950,08/05/2020,07/07/2019,950,950
951,05/01/2019,17/12/2018,951,951
952,25/03/2020,26/07/2018,952,952
953,15/05/2021,14/04/2018,953,953
954,30/08/2016,30/07/2016,954,954
955,26/06/2021,07/02/2021,955,955
956,07/03/2020,02/07/2020,956,956
957,24/09/2015,31/07/2016,957,957
958,16/05/2015,02/02/2018,958,958
959,10/05/2020,14/11/2018,959,959
960,04/06/2015,14/02/2019,960,960
961,21/05/2018,18/02/2017,961,961
962,22/03/2016,29/10/2020,962,962
963,28/01/2018,05/01/2016,963,963
964,30/05/2019,09/06/2016,964,964
965,25/09/2021,16/10/2015,965,965
966,14/05/2016,13/08/2021,966,966
967,25/02/2022,25/04/2020,967,967
968,23/11/2018,12/04/2017,968,968
969,01/03/2019,02/06/2017,969,969
970,06/06/2019,08/08/2016,970,970
971,14/09/2021,15/10/2016,971,971
972,22/07/2019,01/12/2019,972,972
973,22/09/2017,16/03/2022,973,973
974,10/03/2017,31/07/2016,974,974
975,04/06/2016,10/03/2020,975,975
976,24/08/2016,15/06/2017,976,976
977,17/02/2021,04/02/2018,977,977
978,23/03/2021,04/02/2017,978,978
979,26/10/2015,01/06/2018,979,979
980,11/08/2021,28/02/2020,980,980
981,04/06/2021,05/12/2015,981,981
982,04/05/2015,04/09/2020,982,982
983,12/04/2021,25/02/2017,983,983
984,27/05/2018,02/08/2020,984,984
985,15/05/2016,09/07/2019,985,985
986,28/05/2015,02/11/2021,986,986
987,15/07/2018,03/04/2022,987,987
988,19/02/2018,22/05/2020,988,988
989,07/10/2017,28/07/2021,989,989
990,07/01/2020,02/08/2016,990,990
991,18/05/2018,27/11/2019,991,991
992,17/01/2020,27/12/2017,992,992
993,27/05/2021,23/03/2017,993,993
994,11/03/2022,22/03/2020,994,994
995,08/08/2017,23/09/2016,995,995
996,15/02/2017,26/12/2016,996,996
997,28/09/2019,18/12/2020,997,997
998,03/07/2021,10/06/2017,998,998
999,20/03/2016,30/08/2021,999,999
1000,11/09/2017,20/01/2017,1000,1000
